user_name,status,datetime
Marco Rubio,The next phase of help for #SmallBusiness will be very targeted. It will focus on industries &amp; communities disproportionately impacted by the pandemic. Working through various ideas now &amp; hopefully will have a plan to share very soon. https://t.co/gjgHnU2TSy,2020-06-16 10:57:41.985547
Rick Scott,"Everyone should be mad about what happened to George Floyd. We need more accountability and better training for law enforcement. 

But the Left has gone off the deep end. The push to defund the police is lunacy that will make every American less safe. https://t.co/tzR4KcEvjA",2020-06-16 10:57:52.737907
Joni Ernst,"Welcome to #Iowa, @VP!
  
Working with you &amp; @POTUS, and under the leadership of @IAGovernor, our state is safely reopening and Iowans are getting back to work.",2020-06-16 11:02:02.801350
Cory Gardner,"Small businesses have been hit particularly hard by #COVID19 and @SBAGov has resources to help, including information to assist with the #PaycheckProtectionProgram application. Learn more here ⬇️",2020-06-16 11:03:44.731774
ChuckGrassley,Proud Iowans worked 2gether in wake of George Floyd’s murder Republican-led State House&amp;Senate/Gov Reynolds partnered w Dems 2unanimously pass historic reforms strengthening law enforcement acctability/de-escalation/restricting chokeholds etc Congress shld follow Iowa's example,2020-06-16 11:09:43.510851
Shelley Moore Capito,"I look forward to seeing the positive impact this decision will have on jobs, security, our energy economy, and economic development in West Virginia. https://t.co/LDDZsoE4AL",2020-06-16 11:28:13.455555
Senator John Thune,"Once again the #USA shows its strength! Our economy and the American people are bouncing back far faster than expected as states safely reopen. There is much further to go to get back to the booming economy we had pre-COVID, but these are hopeful signs.",2020-06-16 11:34:37.506337
Senator Roger Wicker,Helping our nation respond to and recover from the #coronavirus outbreak will require an all-hands approach. Boosting the ranks of our service corps is a cost-efficient way to get communities the help they need.,2020-06-16 11:37:25.987914
Senator Roger Wicker,"With our service corps members' contributions, I am hopeful our nation can emerge from this crisis stronger than ever before. #CORPSAct",2020-06-16 11:40:20.923946
Richard Shelby,Good news for @Austal_USA and for these 15 @MobilePublicSch students!,2020-06-16 12:03:09.646636
Steve Daines,It’s simple - LWCF protects our Montana way of life. #FundLWCF #GAOA https://t.co/1NGjYddaoz,2020-06-16 12:05:08.743830
Senator John Hoeven,"ATTN Devils Lake &amp; Grand Forks: tomorrow the @USDA Famers to Families Food Box Program will be available via the @NDFoodBank. Created through the CARES Act, this program supports ag producers &amp; distributes their products to families in need in local communities.",2020-06-16 12:10:15.054524
Mike Enzi,Wyoming is proud to be the first to grant women the right to vote – years before the rest of the country. I encourage Wyoming 3rd-12th grade students to submit artwork for this project. https://t.co/6XHfSux9fg,2020-06-16 12:13:05.007337
Sen. Marsha Blackburn,"The Chinese government finances companies through the ‘Belt and Road’ initiative in order to obtain global domination across all economic sectors. I’m glad the EU is taking concrete steps to hold China accountable. 
https://t.co/UIipQLso7Z",2020-06-16 12:25:17.622485
Senator Mike Braun,"With this executive order, President @realDonaldTrump  is taking a strong lead on progress toward more safe policing for all Americans. This order just signed at the @WhiteHouse includes...",2020-06-16 12:25:48.993739
"Bill Cassidy, M.D.",Retail sales jumped up 17.7% in May. This is the largest single month increase the US has ever seen. Our resilient economy is coming back faster and stronger than expected. https://t.co/1Z9Dq9mEl9,2020-06-16 12:31:35.894200
Sen. John Barrasso,".@SenatorTimScott’s #JUSTICEAct is practical legislation that makes bipartisan justice reform a reality. Rather than defund the police, we must improve training, accountability, transparency, recruiting &amp; community engagement. Democrats should join this effort. https://t.co/AYTovfKuDP",2020-06-16 12:38:09.172385
Senator Todd Young,"Today, @POTUS took a first step toward meaningful police reform and pledged to work with Congress on additional measures. I look forward to working with my colleagues and the President on these important reforms.",2020-06-16 12:44:12.936961
Joni Ernst,"I joined folks from @millennialdebt to discuss my work to cut waste &amp; hold Washington accountable. It's not always the popular thing to do, but I’m proud to fight for taxpayers in Iowa, &amp; across the country, to protect their hard-earned money &amp; increase transparency in gov’t. https://t.co/CFPN6BzxW0",2020-06-16 12:47:03.946503
Thom Tillis,"More encouraging economic news today, but there's still much more we need to do. I'll continue fighting to get North Carolinians back to work and help our economy recover. 

https://t.co/FDQZmMPj1g",2020-06-16 12:47:24.308377
Senator Roy Blunt,"Today ➡️ Lafayette &amp; Ray County residents can be tested for #COVID19. To register for any testing site across Missouri, go to https://t.co/uqTrov4UaO. Thank you to @HealthyLivingMO &amp; @Missouri_NG for all you’ve done to keep us safe &amp; healthy. https://t.co/8UyiQLPJDk",2020-06-16 13:06:15.783776
Senator Kelly Loeffler,"Thank you, @POTUS @realDonaldTrump, for your leadership in addressing police reforms.
 
The solution isn't to ""defund the police,"" it is to provide more support and accountability.
 
With today's executive order, we're taking a strong step to enhanced training and communication.",2020-06-16 13:08:15.982091
Cory Gardner,"I’m honored that Theodore Roosevelt IV supports my bipartisan Great American Outdoors Act with @Sen_JoeManchin. This week the Senate has an opportunity to honor the legacy of his great-grandfather, President Teddy Roosevelt. It's time to fully #FundLWCF and #RestoreOurParks. https://t.co/gUrmurIl0R",2020-06-16 13:08:21.547644
Senator Roger Wicker,"I enjoyed speaking with the Tupelo Rotary Club this week. Though the coronavirus outbreak required a unique format for the meeting, it enabled many Rotarians from across North Mississippi to tune in to the discussion. https://t.co/Xu8WQOFgnr",2020-06-16 13:17:05.276794
Cindy Hyde-Smith,"National service volunteers have strong records for providing critical assistance in times of crisis. Expanding this sector will help communities &amp; states overcome the hardships created by the coronavirus, especially in rural &amp; underserved areas.  
https://t.co/yxBG8Td5NN",2020-06-16 13:30:05.478493
Martha McSally,We must ensure our police officers are equipped with the best training &amp; tools to reduce excessive use of force &amp; root out misconduct. The executive order announced by @POTUS is a big step in the right direction &amp; we are working in the Senate on further reforms.,2020-06-16 13:36:38.309114
Sen. Jim Inhofe,"May’s retail sales surged to 17.7%, shattering economist’s 8% forecast and boosting our economy! 

https://t.co/tKuEq2bi5y",2020-06-16 13:46:23.659346
David Perdue,The #PaycheckProtectionProgram is providing real relief to America’s small businesses. https://t.co/7zazE3qKys,2020-06-16 13:48:34.575356
Tim Scott,"Very emotional meeting at the White House this morning with families of those killed by police in recent years. So grateful they are willing to share their powerful stories, and pleased to hear the President and AG commit to helping find answers and solutions.",2020-06-16 13:52:40.779928
Sen. Marsha Blackburn,We are still learning the details of a violent clash last night between the militaries of India and China along their border.  https://t.co/pr82Q5GxY3,2020-06-16 14:02:46.990923
Sen. Marsha Blackburn,We are still learning the details of a violent clash last night between the militaries of India and China along their border.  https://t.co/pr82Q5GxY3,2020-06-16 14:03:51.379871
Mike Lee,"I applaud Interior Secretary David Bernhardt and Bureau of Reclamation Commissioner Brenda Burman for notifying Congress of the federal government’s intent to transfer ownership of two federal water projects in Utah to local water user organizations.
https://t.co/gn2pMDBi4V https://t.co/d1JDfNOgL7",2020-06-16 14:04:51.275193
Joni Ernst,"Thank you @POTUS for taking action to help ensure our communities, and ALL Americans, are safe.
  
Congress needs to act as well. I’m committed to working across the aisle, and in conjunction with our state &amp; local leaders, to enact policing reforms, just like we’ve seen in Iowa.",2020-06-16 14:13:23.390505
Senator Kelly Loeffler,"Awesome talk today with @timechols &amp; hundreds of GA engineers to further discuss reinvesting in America and innovating our infrastructure.

Together, we will help keep our roadways safe, distribute reliable American energy &amp; drive our economic engine.

Thanks for having me! https://t.co/1qSxWtf2N6",2020-06-16 14:14:18.942549
Sen. Lamar Alexander,"Thank you, @SecBernhardt, for your strong support of the #GreatOutdoors Act. The bill will #RestoreOurParks by cutting in half our parks’ $12 billion deferred maintenance backlog and fully funds the #LWCF.",2020-06-16 14:18:32.476904
Josh Hawley,.@Google finally being honest about their bias - straight up banning conservative outlets,2020-06-16 14:22:45.053306
Cory Gardner,ICYMI: Yesterday I announced Colorado will receive $60.7M to improve Vail Pass on I-70. I pushed the @USDOT to make this a priority because I-70 is an important economic driver in our state and this funding will help make commutes more reliable and increase our quality of life. https://t.co/hOkUHIVtOf,2020-06-16 14:47:01.201386
Sen. Kevin Cramer,"More good news for our economy. 

The country is ready to responsibly reopen, we shouldn’t stand in its way. 🇺🇸

https://t.co/lmGjcdkTiz",2020-06-16 14:47:20.827735
Josh Hawley,"This is why Search should be included in DOJ antitrust investigation, and I’ve called on AG Barr to do so https://t.co/Lzliw7GMpu",2020-06-16 14:58:08.866831
Cindy Hyde-Smith,"Work on the Leland-Greenville bypass started more than a decade ago, which makes this grant significant. The bypass will take heavy trucks off Greenville city streets and serve as an economic engine to bring more commerce and jobs to the region. https://t.co/v3MEWa27bv",2020-06-16 15:00:05.484154
Tim Scott,Proud to be a part of today’s floor event reading Dr. King’s letter to Birmingham Jail. His words ring true today. https://t.co/tQRRfcNT5i,2020-06-16 15:02:34.042727
Senator Mike Braun,Joining @guypbenson now: https://t.co/YT1D3fa99P,2020-06-16 15:07:46.188901
Steve Daines,"Thank you, @realDonaldTrump.  Look forward to keeping up the fight to get the Keystone XL on track to create hundreds of Montana jobs &amp; protect our energy security.
https://t.co/vWhvYoWq5Y",2020-06-16 15:12:47.968074
Rob Portman,"For more than a century, America’s National Parks have stood tall as a source of enduring national pride. This week, the Senate will take historic action to ensure these American treasures are preserved and protected for future generations. https://t.co/kKs3Gp8wZj",2020-06-16 15:23:07.849310
Rob Portman,"For more than a century, America’s National Parks have stood tall as a source of enduring national pride. 

This week, the Senate will take historic action to ensure these American treasures are preserved and protected for future generations. https://t.co/6zwXeQO862",2020-06-16 15:23:38.068250
Josh Hawley,Translation: @NBCNews goes to a monopolist to ask for action against two competitor outlets and the monopolist agrees to ban them. This is the free market?,2020-06-16 15:24:15.185892
Senator Kelly Loeffler,"As I’ve heard from GA business owners like Jessica, #PPP has provided a much-needed lifeline for #smallbiz struggling due to #COVID19.
 
#PPP is working and has helped:
 
➡️ American #smallbiz
➡️ #Smallbiz employees
➡️ and those employees' families. https://t.co/cEDPWwLC8O",2020-06-16 15:29:03.892321
Richard Shelby,"Today at the @BankingGOP hearing, I questioned @FederalReserve Chairman Powell about the #economy, jobs report, &amp; how we can resume business activity during &amp; after #COVID19. Look forward to working together to get our economy back up and running efficiently &amp; effectively.",2020-06-16 15:30:58.837467
Senator Roy Blunt,"The Great American Outdoors Act will improve the visitor experience at national parks, address the maintenance backlog &amp; preserve our national treasures for future generations https://t.co/jcGfG4h6dy",2020-06-16 15:33:29.020289
"Bill Cassidy, M.D.",LA hwy 1 has received a $135 million grant to build a 22 feet elevated highway from Golden Meadow to Leeville. This grant will drastically help reduce flooding and protect our access to key economic ports along the gulf coast.  https://t.co/fgwbYGYrn0,2020-06-16 15:34:57.601228
Sen. Kevin Cramer,".@BlackRock has a history of supporting extremist environmental policies and Chinese companies that ignore US financial regulations.

I asked @federalreserve Chairman Powell during @BankingGOP if we should be concerned about the firm’s involvement with CARES Act assistance. https://t.co/zRSUmh0mjk",2020-06-16 15:35:59.870244
Joni Ernst,"From funding for #COVID19 vaccine research through Iowa State to increased manufacturing at the Iowa Army Ammunition Plant and the Rock Island Arsenal, this year’s defense bill includes a number of key initiatives for Iowa’s economy. More: https://t.co/8Pxe2fj5QO",2020-06-16 15:37:32.306079
Sen. Jim Inhofe,"A great read on the behind the scenes success of our country’s leaders &amp; citizens that is rarely reported by mainstream media.

“The story of how the country went from nothing to more than half-a-million COVID tests on some days is a tale of inspired private–public cooperation.”",2020-06-16 15:48:51.783614
Thom Tillis,"""'The PPP allows us to keep the company going and our 30 employees on payroll,' says Stevens, whose service-disabled veteran-owned black enterprise is part of a subset of businesses hardest-hit by the coronavirus pandemic.""

https://t.co/r9LODtM9fU",2020-06-16 16:00:51.491652
David Perdue,This is a huge step forward in Georgia’s fight against #COVID19. Thanks to @GeorgiaGuard and the dedicated public health officials who assisted in this effort. https://t.co/7a0LzVZtdp,2020-06-16 16:01:16.059892
Josh Hawley,So @NBCNews was lying about this or was misinformed about the deal you had with them ... or what?,2020-06-16 16:06:25.988141
Mike Lee,"The Senate Armed Services Committee opposed the FCC’s modification of Ligado’s spectrum license, but failed to hear testimony in support of the decision. I sent a letter to the @FCC to provide the Commission a fair opportunity to explain their unanimous decision.1/2",2020-06-16 16:10:57.236268
Sen. Marsha Blackburn,".@Google dominates the search business, they dominate the ad business, and now they want to dominate what you’re allowed to think. Who’s next after banning @FDRLST  and Zero Hedge? @BreitbartNew? @NRO? #stopthebias",2020-06-16 16:17:43.801351
Sen. Marsha Blackburn,".@Google dominates the search business, they dominate the ad business, and now they want to dominate what you’re allowed to think. 

Who’s next after banning @FDRLST and Zero Hedge? 

@BreitbartNews? @NRO? #stopthebias",2020-06-16 16:18:39.621740
Rob Portman,The Restore Our Parks Act will support more than 100k jobs and ensure our nation's most beautiful &amp; pristine lands are safeguarded for years to come. https://t.co/lZ2do50PR8,2020-06-16 16:22:02.728193
Senator Roy Blunt,"The #PaycheckProtectionProgram has been a lifeline for millions of small businesses across the country – and it’s continuing to help as we’re on the road to recovery. There is still time to apply for a #PPP loan, details here: https://t.co/yJxZvMaPxz",2020-06-16 16:30:06.331339
Senator Todd Young,"This week, the Senate will vote to pass The Great American Outdoors Act, which will allow park maintenance that has been put off for years, creating jobs and improving our parks. Here is a thread with some of the benefits for Indiana. https://t.co/bV98KmIz8r",2020-06-16 16:35:30.291848
Josh Hawley,"Wait, wait - you want to treat the @FDRLST comment section, which they don’t curate, as THEIR speech but simultaneously say the content you directly host and modify IS NOT your speech under Section 230? Wow, this is getting really interesting",2020-06-16 16:37:04.483487
Richard Shelby,Today @CommerceGov announced the decision to award a $1.6M @US_EDA grant to the city of #MuscleShoals to establish critical stormwater drainage #infrastructure in North AL. Grateful this Administration continues to prioritize modernizing &amp; protecting #Alabama’s infrastructure.,2020-06-16 16:38:42.727278
Senator Jerry Moran,I asked FCC Chairman @AjitPaiFCC why expediently deploying #CBand is important for Americans. Watch below for his three reasons: https://t.co/rXCO6r4kTi,2020-06-16 16:39:11.291905
ChuckGrassley,Thx to Sen Tillis for sharing his conference room w me so I could talk to the Cedar Rapids Metro Economic Alliance &amp; then the Lee County Economic Development Group after asking my questions in the Judiciary Cmte… https://t.co/5LcM56uB8c,2020-06-16 16:49:48.739495
Senator Roy Blunt,"Glad to see @realDonaldTrump signed into law a bill I helped introduce with my colleagues to track law enforcement suicides. Law enforcement officers face danger every day, this law will help prevent future tragedies &amp; support our first responders.",2020-06-16 16:50:44.680230
Senator Roy Blunt,".@TheJusticeDept has tools it should be using to help police departments identify and solve problems. Pattern-or-practice reviews and consent decrees have been used successfully in the past, without extending federal control over local departments or imposing undue burdens. https://t.co/IJmDVgDEpY",2020-06-16 17:00:09.098949
Senator Mike Braun,My full interview with @chucktodd on @mtpdaily: https://t.co/333Vbq3H6U,2020-06-16 17:06:23.514472
Senator Todd Young,China is using the coronavirus pandemic to further its position in the world. Passing my #EndlessFrontierAct will help us keep pace and not be outflanked by China. https://t.co/DImNHQpnyu,2020-06-16 17:07:39.050069
Senator Roy Blunt,Glad to see @POTUS talk about mental health as part of the police reform discussion. Police officers have become some of the strongest advocates for treating mental health like all other health.,2020-06-16 17:07:53.897174
Joni Ernst,"As we work on a police reform bill, I’m pushing for measures that will:

✅ create greater transparency in police departments that receive federal funding 
✅ increase training and hold bad actors within our law enforcement accountable https://t.co/B3AlTuXu5N",2020-06-16 17:09:07.495424
Sen. Marsha Blackburn,"The era of Silicon Valley self-regulation is over. Consumers deserve to know when Big Tech is spying over their shoulders and abusing their trust. Legislation I introduced with @SenatorWicker will empower consumers to determine how their data is used.
 
https://t.co/sccJN2EDxo",2020-06-16 17:25:59.645168
Senator Todd Young,Today @SBAgov has reopened the Economic Injury Disaster Loan (EIDL) and EIDL Advance program portal to all eligible applicants experiencing adverse economic impacts due to #coronavirus. Apply here: https://t.co/1WUbgE4GTl,2020-06-16 17:30:05.580501
Sen. Jim Inhofe,".@SBAgov has reopened the Economic Injury Disaster Loan (EIDL) and EIDL Advance application portal, with improvements, to all eligible, new applicants.

This is great news for our Oklahoma small businesses, non-profits and ag businesses facing economic hardship from COVID-19.",2020-06-16 17:30:06.077586
Sen. Marsha Blackburn,"Today, @realDonaldTrump and @TheJusticeDept announced a new tool to report civil rights violations online. This will help increase transparency and make it easier for victims to report alleged crimes.",2020-06-16 17:37:46.829810
Martha McSally,Mt. Lemmon and Summerhaven are now under evacuation in Tucson. Please listen to public officials &amp; stay updated with @pcoemhs emergency alerts: https://t.co/PQveZaXCj4.,2020-06-16 17:55:12.338371
Sen. Lisa Murkowski,My statement on President Trump’s Executive Order on Safe Policing for Safe Communities: https://t.co/58nz2X778I,2020-06-16 18:04:52.340292
ChuckGrassley,"Grassley Sinema bill just passed Senate unanimously It assists seniors &amp; disabled Americans by providing improved service from Social Security Administration w a single point of contact for those who fall victim to identity theft Shld make BIG difference in ""customer service""",2020-06-16 18:05:45.388595
Sen. Marsha Blackburn,Dominos.,2020-06-16 18:15:03.269462
Sen. Lamar Alexander,"England has its history. Italy has its art. Egypt has its pyramids. But, the United States of America has the great American outdoors. 

I hope the U.S. Senate passes the #GreatOutdoors Act tomorrow. It’s time to #RestoreOurParks. https://t.co/tL6BECENop",2020-06-16 18:55:05.472017
Sen. Lamar Alexander,"🚨ATTENTION Tennesseans in the Chattanooga area affected by the tornadoes on April 12-13: The deadline to apply for @fema disaster assistance is next week—June 23. To apply for assistance, you can click here: https://t.co/KTgyc6ELgP or call: 1-800-621-3362 or TTY 800-462-7585.",2020-06-16 18:55:17.979455
Sen. Dan Sullivan,"I spoke with @PeterZampa on @KTUU to discuss the police reform proposals being debated as a result of the tragic killing of George Floyd in Minneapolis. “Defund the police” is not a solution, especially in rural Alaska communities that are desperately in need of law enforcement.",2020-06-16 19:14:52.948524
Sen. Dan Sullivan,"I spoke w/@PeterZampa on @Ch2KTUU to discuss the police reform proposals being debated as a result of the tragic killing of George Floyd in Minneapolis. “Defund the police” is not a solution, especially in rural Alaska communities that are desperately in need of law enforcement.",2020-06-16 19:16:31.880928
Rob Portman,"Today, almost three years to the day that he passed away from North Korean mistreatment, I introduced a bipartisan resolution with @sensherrodbrown to honor and remember Otto Warmbier &amp; everyone who has been illegally held captive by the brutal regime in North Korea.",2020-06-16 19:18:51.840510
Josh Hawley,"In the wake of the #Bostock case handed down yesterday by #SCOTUS, it’s time for religious conservatives &amp; people of faith to stop being taken for granted. The establishment has failed. Religious conservatives now have to step up https://t.co/xlaJG7BxTK",2020-06-16 19:31:14.013170
Tim Scott,"Tomorrow morning at 930a, we’ll be introducing the #JUSTICEAct, focusing on police reform, accountability and transparency. The American people have spoken, and we hear you. @senatemajldr @LindseyGrahamSC @SenSasse @SenatorLankford @SenCapito @JohnCornyn",2020-06-16 20:10:38.575694
Sen. Marsha Blackburn,"Since March, life in America has changed dramatically because of Communist China’s unwavering commitment to lie, cheat and steal. https://t.co/U5lMhKGmFp",2020-06-16 20:28:16.154840
Tim Scott,I hope that both Republicans and Democrats will forget about partisan politics. We must head in the direction of making this nation safer and better and aid in restoring confidence in the institutions that have authority in communities of color. https://t.co/jgxeCcYg6w,2020-06-16 20:35:21.666213
Sen. Lisa Murkowski,"Congrats to Captain Tony April, an Alaska State Trooper &amp; valued member of @noblenatl, who over the weekend made history by being elected to serve as NOBLE’s Vice President for Region IV. https://t.co/zOtt3cXEsc",2020-06-16 20:37:13.662418
Sen. Dan Sullivan,"I’ve hosted a series of virtual town halls that have been great platforms to share information, take questions, and hear directly from Alaskans. Please join me for another conversation tomorrow from 4:00-5:00pm AKDT. To stream the event live, go to:
https://t.co/RC0HmONZDN https://t.co/QbL6J3Bvju",2020-06-16 20:43:22.214446
Tim Scott,We need both sides to come together and get the type of results this nation wants. #JUSTICEAct https://t.co/OsTvg3PZ7K,2020-06-16 21:01:53.362882
Marco Rubio,"My weekly (&amp; tragic) reminder to those that came at me about my tweets including the one below 18 days ago

@FBI says AF sgt who murdered law enforcement officers was associated with “Boogaloo movement” &amp; timed attacks to take advantage of the protests

https://t.co/eWepE8jNUK https://t.co/A6Zy0DyfpU",2020-06-16 21:09:19.115794
Sen. Marsha Blackburn,"Facts do not matter to the social justice mob.

They don’t care that China lied and people died or that China is the world’s largest polluter.

Anyone that does not regurgitate socialist propaganda becomes the next victim of #CancelCulture.",2020-06-16 21:11:49.472054
Leader McConnell,"Elaine and I are stunned and heartbroken by Carol Barr’s passing. Her warmth filled whatever room she entered. Her contributions made Kentucky a better place for all of us. We send our sincere condolences to Andy, their girls, and their family at this terribly painful time.",2020-06-16 21:30:42.444532
Senator Rand Paul,"Our hearts are heavy tonight. Kelley and I offer our deepest condolences to Rep. Andy Barr, his two daughters, family, and friends. Please join us in praying for them during this incredibly difficult time.",2020-06-16 22:09:46.979415
Marco Rubio,"“But take care not to perform righteous deeds in order that people may see them;otherwise, you will have no recompense from your heavenly Father.”

Matthew 6:1",2020-06-17 05:14:17.863723
Tom Cotton,I’ll be on ⁦@foxandfriends⁩ at 7:15am ET to tell my story about ⁦⁦@Twitter⁩’s attempt to censor me. tune in! https://t.co/NfVUyRvDPO,2020-06-17 05:41:48.086622
Tom Cotton,"This important investment will make the towns of NE Arkansas even more attractive places to live, work, or start a business. I worked hard to help secure this grant, and I’m pleased that the administration is keeping its promise to invest in rural America. https://t.co/dIpLhL6Rz0",2020-06-17 06:03:51.380749
Tim Scott,"Five years ago, hate went into Mother Emanuel and took the lives of nine precious souls. A massacre that was meant to divide instead united people of all different backgrounds. Together let’s overcome darkness and work towards a brighter future. #Emanuel9 
https://t.co/wO1DuGBuiL",2020-06-17 06:19:50.670200
Josh Hawley,"“For with the Lord there is steadfast love, and with him is great power to redeem.” Psalm 130:7",2020-06-17 06:26:06.086120
Josh Hawley,Today I’m introducing new legislation to combat #BigTech censorship. It gives users the right to sue if the big platforms enforce their terms unfairly or unequally. Proud to be joined by ⁦@marcorubio⁩ ⁦@SenTomCotton ⁦@SenatorBraun⁩ https://t.co/OcvXfHXPYk,2020-06-17 07:05:33.902091
Marco Rubio,"Handful of reporters seem to still be struggling to understand #PPP disclosure

Let me try one more time to help

We support full disclosure

But people who have the data are echoing concerns from #smallbiz

So we are working to find way to disclose that address their concerns",2020-06-17 07:14:13.817895
Tom Cotton,ICYMI: I joined ⁦@foxandfriends⁩ earlier to discuss ⁦@Twitter⁩’s efforts to censor me.  https://t.co/Y6PGpsqorD,2020-06-17 07:21:07.027494
Joni Ernst,"Over the past few weeks, I’ve restarted my #99CountyTour so I can continue to hear directly from Iowans across the state.
 
During these difficult times, it’s especially important to meet w/folks &amp; learn more about how the relief we’ve provided has supported them during #COVID19. https://t.co/V6IqF0eetn",2020-06-17 08:00:42.029545
Cory Gardner,Today the U.S. Senate will vote on passage of the bipartisan Great American Outdoors Act – a historic chance for us to lead and show the American people that Republicans and Democrats can come together for the good of our country and provide great things for future generations. https://t.co/UFtpx3mjmp,2020-06-17 08:12:42.443526
Senator Mike Crapo,I will be calling News Talk Radio 107.9 to talk with Neal Larson and Julie Mason at 7:30 AM MDT. Make sure to tune in: https://t.co/bY4X6vzdnZ,2020-06-17 08:13:24.633217
Tim Scott,"Press conference on the #JUSTICEAct at 9:30 a.m. with @SenateMajLdr, @SenatorLankford, @LindseyGrahamSC, @JohnCornyn, @SenCapito, @SenSasse, and @RepPeteStauber. https://t.co/0UoJHgMllz",2020-06-17 08:18:41.564641
Steve Daines,"Keystone XL will create hundreds of MT jobs, and I’m glad to see @realdonaldtrump’s commitment to getting this done. https://t.co/COYGnQnqtu",2020-06-17 08:19:41.941968
Sen. Lamar Alexander,"Watch via @wvlt: Sen. Alexander is pushing for passage of the #GreatOutdoors Act, which will #RestoreOurParks by cutting in half our parks’ $12 billion deferred maintenance backlog, including the @GreatSmokyNPS, and fully funds the #LWCF. https://t.co/z4QztdCzZh",2020-06-17 08:23:05.460562
Sen. Marsha Blackburn,"Researchers in England have the first evidence of a drug that can improve COVID-19 survival. In a large study, this drug reduced deaths by 35% for patients on breathing machines. 
 
https://t.co/NZppriPnQr",2020-06-17 08:23:42.205394
Sen. Susan Collins,"Great news for Maine! $38.1 million has been awarded to replace seven bridges in Waterville, Solon, Rumford, Bangor, and Old Town. 

https://t.co/IxVP6vhAlY",2020-06-17 08:35:18.944302
Tim Scott,We want to make sure every American has faith in our justice system from beginning to end. #JUSTICEAct https://t.co/30oeXoDncf,2020-06-17 08:43:15.828556
Sen. Lamar Alexander,"Georgiana Vines in @knoxnews: Sen. Lamar Alexander said the anticipated passage of the #GreatOutdoors Act, legislation designed to help with deferred maintenance in the @GreatSmokyNPS and other federal properties, is the “most satisfying” of any legislation he’s worked on. https://t.co/AJGiy3OagL",2020-06-17 08:46:26.189842
Sen. Lamar Alexander,"I’m about to chair the Senate HELP Committee’s hearing to hear from telehealth experts and discuss the rapid shift from in-person doctor visits to health care being provided virtually as a result of the COVID-19 pandemic. 

Watch live here: https://t.co/sorClxiHJM",2020-06-17 08:51:10.409979
Tim Scott,"The JUSTICE Act works to restore the broken trust between communities and color and law enforcement through three essential pieces: reform, accountability, and transparency.

The time to act is now! 

We hear you America, and the JUSTICE Act provides solutions! https://t.co/IsXidb9KDy",2020-06-17 08:56:40.389639
David Perdue,Joining @SandraSmithFox and @edhenry on @AmericaNewsroom shortly to discuss police reform.,2020-06-17 08:57:08.408770
Tim Scott,"The #JUSTICEAct works to restore the broken trust between communities and color and law enforcement through three essential pieces: reform, accountability, and transparency.

The time to act is now!

We hear you America, and the JUSTICE Act provides solutions! https://t.co/wRA8ygEq0y",2020-06-17 08:58:36.710009
Team Cornyn,"Senator Cornyn continues to push for the release of the DOJ's investigation into Larry Nasser's abuse of young gymnasts. Survivors deserve justice!

https://t.co/lQVFuGMFF4",2020-06-17 09:22:04.118006
Sen. Lamar Alexander,"The U.S. Senate is set to vote on the #GreatOutdoors Act today, which will #RestoreOurParks by cutting in half our parks’ $12 billion deferred maintenance backlog, including the @GreatSmokyNPS, and fully funds the #LWCF. 

WATCH via @6News: https://t.co/RnHpsHAgmw",2020-06-17 09:22:05.481003
Josh Hawley,"My new legislation would empower ⁦@FDRLST⁩ to sue ⁦@Google⁩ for unequal treatment &amp; violation of Google’s own terms of service. It’s time to require the monopoly tech companies to act with good faith, not bad faith censorship https://t.co/6bsr7JLMS9",2020-06-17 09:28:05.464942
Tim Scott,The legislation is already bipartisan... If we don’t have the votes on a motion to proceed that means that politics is more important than restoring the confidence of communities of color in the institutions of authority. #JUSTICEAct,2020-06-17 09:31:20.254570
Thom Tillis,"It took decades to get to the point where we were providing proper care and support for Vietnam veterans. We can’t afford to take decades for our other Veterans — they fought for our freedoms, and we’ve got to fight for them and provide them with the healthcare that they deserve. https://t.co/KxJK8hdBD5",2020-06-17 09:41:39.020363
Sen. Kevin Cramer,".@realDonaldTrump’s administration is rightly asking SCOTUS to halt an activist judge’s decision to block American energy development beyond his jurisdiction.

I support the administration’s effort and hope we see action soon. https://t.co/QdxEzVtXCr",2020-06-17 09:42:13.367957
Mike Lee,"If Google thinks websites should be punished for content generated by users on their own sites, that might be a good question for Congress to consider.
https://t.co/4yiSMEXfF9 https://t.co/RozgacIMeB",2020-06-17 09:49:00.308531
Shelley Moore Capito,“Defund the police” is not the answer. Here are real solutions in the #JUSTICEAct ⬇️ cc: @SenatorTimScott https://t.co/jgj0hbe0Ac,2020-06-17 09:52:27.698466
Mike Lee,"If Google thinks websites should be punished for content generated by users on their own sites, that might be a good question for Congress to consider.
https://t.co/4yiSMEXfF9 https://t.co/mKzVO50G28",2020-06-17 09:54:03.839388
Sen. Lamar Alexander,"The Great American Outdoors Act has the strong support of President @realDonaldTrump, every U.S. Secretary of the Interior from Babbitt to Zinke, and over 800 conservation organizations. I hope the U.S. Senate passes the #GreatOutdoors Act today. 

WATCH via @wvlt: https://t.co/GLakyCsvTE",2020-06-17 09:58:05.475405
